Rk,Year,Lg,Rnd,Pick,Tm,Player,Pos,School,Coach
1,2025,NFL,3,97,HOU,Jaylin Smith,CB,USC,Ted Tollner
2,2025,NFL,4,116,HOU,Woody Marks,RB,USC,Ted Tollner
3,2025,NFL,7,221,JAX,Jonah Monheim,OL,USC,Ted Tollner
4,2024,NFL,1,1,CHI,Caleb Williams,QB,USC,Ted Tollner
5,2024,NFL,3,78,HOU,Calen Bullock,SAF,USC,Ted Tollner
6,2024,NFL,3,88,GNB,MarShawn Lloyd,RB,USC,Ted Tollner
7,2024,NFL,6,215,SFO,Jarrett Kingston,OL,USC,Ted Tollner
8,2024,NFL,7,225,LAC,Brenden Rice,WR,USC,Ted Tollner
9,2024,NFL,7,238,HOU,Solomon Byrd,DE,USC,Ted Tollner
10,2024,NFL,7,241,MIA,Tahj Washington,WR,USC,Ted Tollner
11,2023,NFL,1,23,MIN,Jordan Addison,WR,USC,Ted Tollner
12,2023,NFL,2,54,LAC,Tuli Tuipulotu,DL,USC,Ted Tollner
13,2023,NFL,3,102,MIN,Mekhi Blackmon,CB,USC,Ted Tollner
14,2023,NFL,7,229,BAL,Andrew Vorhees,OL,USC,Ted Tollner
15,2022,NFL,1,8,ATL,Drake London,WR,USC,Ted Tollner
16,2022,NFL,2,61,SFO,Drake Jackson,OLB,USC,Ted Tollner
17,2022,NFL,6,201,ARI,Keaontay Ingram,RB,USC,Ted Tollner
18,2021,NFL,1,14,NYJ,Alijah Vera-Tucker,OL,USC,Ted Tollner
19,2021,NFL,4,106,JAX,Jay Tufele,DL,USC,Ted Tollner
20,2021,NFL,4,112,DET,Amon-Ra St. Brown,WR,USC,Ted Tollner
21,2021,NFL,5,180,SFO,Talanoa Hufanga,S,USC,Ted Tollner
22,2021,NFL,6,189,PHI,Marlon Tuipulotu,DL,USC,Ted Tollner
23,2020,NFL,1,18,MIA,Austin Jackson,T,USC,Ted Tollner
24,2020,NFL,2,34,IND,Michael Pittman Jr.,WR,USC,Ted Tollner
25,2019,NFL,3,92,NYJ,Chuma Edoga,T,USC,Ted Tollner
26,2019,NFL,4,127,BAL,Iman Marshall,CB,USC,Ted Tollner
27,2019,NFL,5,144,IND,Marvell Tell III,S,USC,Ted Tollner
28,2019,NFL,5,162,MIN,Cameron Smith,LB,USC,Ted Tollner
29,2018,NFL,1,3,NYJ,Sam Darnold,QB,USC,Ted Tollner
30,2018,NFL,2,38,TAM,Ronald Jones II,RB,USC,Ted Tollner
31,2018,NFL,2,48,LAC,Uchenna Nwosu,OLB,USC,Ted Tollner
32,2018,NFL,3,79,SEA,Rasheem Green,DT,USC,Ted Tollner
33,2017,NFL,1,18,TEN,Adoree' Jackson,CB,USC,Ted Tollner
34,2017,NFL,2,62,PIT,JuJu Smith-Schuster,WR,USC,Ted Tollner
35,2017,NFL,4,137,IND,Zach Banner,T,USC,Ted Tollner
36,2017,NFL,6,218,KAN,Leon McQuay,S,USC,Ted Tollner
37,2017,NFL,7,223,TAM,Stevie Tu'ikolovatu,NT,USC,Ted Tollner
38,2016,NFL,2,53,WAS,Su'a Cravens,OLB,USC,Ted Tollner
39,2016,NFL,3,66,SDG,Max Tuerk,C,USC,Ted Tollner
40,2016,NFL,3,93,CLE,Cody Kessler,QB,USC,Ted Tollner
41,2016,NFL,6,218,BUF,Kevon Seymour,CB,USC,Ted Tollner
42,2015,NFL,1,6,NYJ,Leonard Williams,DE,USC,Ted Tollner
43,2015,NFL,1,20,PHI,Nelson Agholor,WR,USC,Ted Tollner
44,2015,NFL,4,120,CIN,Josh Shaw,CB,USC,Ted Tollner
45,2015,NFL,4,125,BAL,Javorius Allen,RB,USC,Ted Tollner
46,2015,NFL,6,198,CLE,Randall Telfer,TE,USC,Ted Tollner
47,2015,NFL,7,219,CLE,Hayes Pullard,ILB,USC,Ted Tollner
48,2014,NFL,2,39,JAX,Marqise Lee,WR,USC,Ted Tollner
49,2014,NFL,3,70,SFO,Marcus Martin,C,USC,Ted Tollner
50,2014,NFL,5,174,NYG,Devon Kennard,DE,USC,Ted Tollner
51,2013,NFL,2,41,BUF,Robert Woods,WR,USC,Ted Tollner
52,2013,NFL,3,71,STL,T.J. McDonald,DB,USC,Ted Tollner
53,2013,NFL,4,98,PHI,Matt Barkley,QB,USC,Ted Tollner
54,2013,NFL,4,121,IND,Khaled Holmes,C,USC,Ted Tollner
55,2012,NFL,1,4,MIN,Matt Kalil,T,USC,Ted Tollner
56,2012,NFL,1,28,GNB,Nick Perry,DE,USC,Ted Tollner
57,2012,NFL,4,128,MIN,Rhett Ellison,RB,USC,Ted Tollner
58,2011,NFL,1,9,DAL,Tyron Smith,T,USC,Ted Tollner
59,2011,NFL,3,77,TEN,Jurrell Casey,DT,USC,Ted Tollner
60,2011,NFL,3,89,SDG,Shareece Wright,DB,USC,Ted Tollner
61,2011,NFL,4,102,CLE,Jordan Cameron,TE,USC,Ted Tollner
62,2011,NFL,6,182,SFO,Ronald Johnson,WR,USC,Ted Tollner
63,2011,NFL,6,187,TAM,Allen Bradford,RB,USC,Ted Tollner
64,2011,NFL,7,240,PHI,Stanley Havili,RB,USC,Ted Tollner
65,2011,NFL,7,241,OAK,David Ausberry,WR,USC,Ted Tollner
66,2011,NFL,7,242,SEA,Malcolm Smith,LB,USC,Ted Tollner
67,2010,NFL,2,49,SFO,Taylor Mays,DB,USC,Ted Tollner
68,2010,NFL,2,64,NOR,Charles Brown,T,USC,Ted Tollner
69,2010,NFL,3,77,TEN,Damian Williams,WR,USC,Ted Tollner
70,2010,NFL,3,94,IND,Kevin Thomas,DB,USC,Ted Tollner
71,2010,NFL,4,100,MIN,Everson Griffen,DE,USC,Ted Tollner
72,2010,NFL,4,112,NYJ,Joe McKnight,RB,USC,Ted Tollner
73,2010,NFL,6,185,SEA,Anthony McCoy,TE,USC,Ted Tollner
74,2009,NFL,1,5,NYJ,Mark Sanchez,QB,USC,Ted Tollner
75,2009,NFL,1,15,HOU,Brian Cushing,LB,USC,Ted Tollner
76,2009,NFL,1,26,GNB,Clay Matthews,LB,USC,Ted Tollner
77,2009,NFL,2,38,CIN,Rey Maualuga,LB,USC,Ted Tollner
78,2009,NFL,2,56,IND,Fili Moala,DT,USC,Ted Tollner
79,2009,NFL,3,87,MIA,Patrick Turner,WR,USC,Ted Tollner
80,2009,NFL,4,104,CLE,Kaluka Maiava,LB,USC,Ted Tollner
81,2009,NFL,4,117,TAM,Kyle Moore,DE,USC,Ted Tollner
82,2009,NFL,5,172,DAL,David Buehler,K,USC,Ted Tollner
83,2009,NFL,6,183,BUF,Cary Harris,DB,USC,Ted Tollner
84,2009,NFL,6,189,SDG,Kevin Ellison,LB,USC,Ted Tollner
85,2008,NFL,1,7,NOR,Sedrick Ellis,DT,USC,Ted Tollner
86,2008,NFL,1,9,CIN,Keith Rivers,LB,USC,Ted Tollner
87,2008,NFL,1,21,ATL,Sam Baker,T,USC,Ted Tollner
88,2008,NFL,1,28,SEA,Lawrence Jackson,DE,USC,Ted Tollner
89,2008,NFL,2,39,SFO,Chilo Rachal,G,USC,Ted Tollner
90,2008,NFL,2,48,WAS,Fred Davis,TE,USC,Ted Tollner
91,2008,NFL,2,63,NYG,Terrell Thomas,DB,USC,Ted Tollner
92,2008,NFL,5,137,MIN,John David Booty,QB,USC,Ted Tollner
93,2008,NFL,5,155,JAX,Thomas Williams,LB,USC,Ted Tollner
94,2008,NFL,7,213,JAX,Chauncey Washington,RB,USC,Ted Tollner
95,2007,NFL,2,45,CAR,Dwayne Jarrett,WR,USC,Ted Tollner
96,2007,NFL,2,51,NYG,Steve Smith,WR,USC,Ted Tollner
97,2007,NFL,2,59,CAR,Ryan Kalil,C,USC,Ted Tollner
98,2007,NFL,5,143,WAS,Dallas Sartz,LB,USC,Ted Tollner
99,2007,NFL,7,211,NWE,Oscar Lua,LB,USC,Ted Tollner
100,2006,NFL,1,2,NOR,Reggie Bush,RB,USC,Ted Tollner
101,2006,NFL,1,10,ARI,Matt Leinart,QB,USC,Ted Tollner
102,2006,NFL,2,39,PHI,Winston Justice,T,USC,Ted Tollner
103,2006,NFL,2,41,ARI,Deuce Lutui,G,USC,Ted Tollner
104,2006,NFL,2,45,TEN,LenDale White,RB,USC,Ted Tollner
105,2006,NFL,3,91,CIN,Frostee Rucker,DE,USC,Ted Tollner
106,2006,NFL,3,93,STL,Dominique Byrd,TE,USC,Ted Tollner
107,2006,NFL,4,101,OAK,Darnell Bing,DB,USC,Ted Tollner
108,2006,NFL,5,163,SEA,David Kirtman,RB,USC,Ted Tollner
109,2006,NFL,6,204,PHI,LaJuan Ramsey,DT,USC,Ted Tollner
110,2006,NFL,7,217,DET,Fred Matua,G,USC,Ted Tollner
111,2005,NFL,5*,1,MIA,Manuel Wright,DT,USC,Ted Tollner
112,2005,NFL,1,10,DET,Mike Williams,WR,USC,Ted Tollner
113,2005,NFL,1,31,PHI,Mike Patterson,DT,USC,Ted Tollner
114,2005,NFL,2,37,DET,Shaun Cody,DT,USC,Ted Tollner
115,2005,NFL,2,45,SEA,Lofa Tatupu,LB,USC,Ted Tollner
116,2005,NFL,7,230,NWE,Matt Cassel,QB,USC,Ted Tollner
117,2004,NFL,1,20,MIN,Kenechi Udeze,DE,USC,Ted Tollner
118,2004,NFL,2,52,DAL,Jacob Rogers,T,USC,Ted Tollner
119,2004,NFL,2,62,CAR,Keary Colbert,WR,USC,Ted Tollner
120,2004,NFL,4,102,MIA,Will Poole,DB,USC,Ted Tollner
121,2003,NFL,1,1,CIN,Carson Palmer,QB,USC,Ted Tollner
122,2003,NFL,1,16,PIT,Troy Polamalu,DB,USC,Ted Tollner
123,2003,NFL,3,96,OAK,Justin Fargas,FB,USC,Ted Tollner
124,2003,NFL,6,203,NOR,Kareem Kelly,WR,USC,Ted Tollner
125,2003,NFL,7,218,JAX,Malaefou MacKenzie,FB,USC,Ted Tollner
126,2002,NFL,3,85,SEA,Kris Richard,DB,USC,Ted Tollner
127,2002,NFL,6,175,DET,Chris Cash,DB,USC,Ted Tollner
128,2001,NFL,4,122,DAL,Markus Steele,LB,USC,Ted Tollner
129,2001,NFL,5,139,SDG,Zeke Moreno,LB,USC,Ted Tollner
130,2001,NFL,7,221,NOR,Ennis Davis,DT,USC,Ted Tollner
131,2000,NFL,1,29,JAX,R. Jay Soward,WR,USC,Ted Tollner
132,2000,NFL,2,37,ATL,Travis Claridge,G,USC,Ted Tollner
133,2000,NFL,5,143,NYJ,Windrell Hayes,WR,USC,Ted Tollner
134,2000,NFL,5,166,NOR,Chad Morton,RB,USC,Ted Tollner
135,2000,NFL,6,193,TAM,David Gibson,DB,USC,Ted Tollner
136,1999,NFL,1,9,DET,Chris Claiborne,LB,USC,Ted Tollner
137,1999,NFL,3,62,CLE,Daylon McCutcheon,DB,USC,Ted Tollner
138,1999,NFL,4,108,KAN,Larry Parker,WR,USC,Ted Tollner
139,1999,NFL,6,184,CHI,Rashard Cook,DB,USC,Ted Tollner
140,1999,NFL,7,218,DEN,Billy Miller,TE,USC,Ted Tollner
141,1998,NFL,2,45,TAM,Brian Kelly,DB,USC,Ted Tollner
142,1997,NFL,1,2,OAK,Darrell Russell,DT,USC,Ted Tollner
143,1997,NFL,2,38,CHI,John Allred,TE,USC,Ted Tollner
144,1997,NFL,7,208,NYG,Matt Keneley,DT,USC,Ted Tollner
145,1997,NFL,7,213,GNB,Chris Miller,WR,USC,Ted Tollner
146,1996,NFL,1,1,NYJ,Keyshawn Johnson,WR,USC,Ted Tollner
147,1996,NFL,1,27,GNB,John Michels,T,USC,Ted Tollner
148,1996,NFL,2,46,SFO,Israel Ifeanyi,DE,USC,Ted Tollner
149,1996,NFL,3,64,ARI,Johnny McWilliams,TE,USC,Ted Tollner
150,1996,NFL,4,106,CAR,Norbert Davidds-Garrido,T,USC,Ted Tollner
151,1996,NFL,7,240,GNB,Kyle Wachholtz,QB,USC,Ted Tollner
152,1995,NFL,1,2,JAX,Tony Boselli,T,USC,Ted Tollner
153,1995,NFL,3,73,GNB,Brian Williams,LB,USC,Ted Tollner
154,1995,NFL,4,99,JAX,Rob Johnson,QB,USC,Ted Tollner
155,1995,NFL,5,166,DAL,Edward Hervey,WR,USC,Ted Tollner
156,1995,NFL,6,194,MIA,Jeff Kopp,LB,USC,Ted Tollner
157,1995,NFL,7,247,PIT,Cole Ford,K,USC,Ted Tollner
158,1994,NFL,1,4,NWE,Willie McGinest,DE,USC,Ted Tollner
159,1994,NFL,1,21,DET,Johnnie Morton,WR,USC,Ted Tollner
160,1994,NFL,2,59,NYG,Jason Sehorn,DB,USC,Ted Tollner
161,1994,NFL,4,106,IND,Bradford Banta,TE,USC,Ted Tollner
162,1993,NFL,1,7,CHI,Curtis Conway,WR,USC,Ted Tollner
163,1993,NFL,4,102,HOU,Travis Hannah,WR,USC,Ted Tollner
164,1993,NFL,8,212,WAS,Lamont Hollinquest,LB,USC,Ted Tollner
165,1992,NFL,2,42,NYJ,Kurt Barber,LB,USC,Ted Tollner
166,1992,NFL,7,196,WAS,Calvin Holmes,DB,USC,Ted Tollner
167,1992,NFL,8,204,NWE,Scott Lockwood,RB,USC,Ted Tollner
168,1992,NFL,10,267,MIA,Raoul Spears,RB,USC,Ted Tollner
169,1992,NFL,11,284,TAM,Mazio Royster,RB,USC,Ted Tollner
170,1991,NFL,1,11,NWE,Pat Harlow,T,USC,Ted Tollner
171,1991,NFL,1,24,RAI,Todd Marinovich,QB,USC,Ted Tollner
172,1991,NFL,3,76,WAS,Ricky Ervins,RB,USC,Ted Tollner
173,1991,NFL,5,129,HOU,Gary Wellman,WR,USC,Ted Tollner
174,1991,NFL,7,186,ATL,Mark Tucker,G,USC,Ted Tollner
175,1991,NFL,9,227,DEN,Don Gibson,DT,USC,Ted Tollner
176,1991,NFL,10,260,TAM,Pat O'Hara,QB,USC,Ted Tollner
177,1991,NFL,11,293,NOR,Scott Ross,LB,USC,Ted Tollner
178,1990,NFL,1,5,SDG,Junior Seau,LB,USC,Ted Tollner
179,1990,NFL,1,6,CHI,Mark Carrier,DB,USC,Ted Tollner
180,1990,NFL,2,35,DET,Dan Owens,DE,USC,Ted Tollner
181,1990,NFL,3,61,CHI,Tim Ryan,DE,USC,Ted Tollner
182,1990,NFL,4,94,IND,William Schultz,G,USC,Ted Tollner
183,1990,NFL,5,137,MIA,Leroy Holt,RB,USC,Ted Tollner
184,1990,NFL,7,178,CLE,Scott Galbraith,TE,USC,Ted Tollner
185,1990,NFL,7,191,NYG,Aaron Emanuel,RB,USC,Ted Tollner
186,1990,NFL,8,219,DEN,Brad Leggett,C,USC,Ted Tollner
187,1990,NFL,10,267,NOR,Ernest Spears,DB,USC,Ted Tollner
188,1989,NFL,4,110,WAS,Erik Affholter,WR,USC,Ted Tollner
189,1989,NFL,6,141,DET,Rodney Peete,QB,USC,Ted Tollner
190,1989,NFL,7,193,BUF,Chris Hale,DB,USC,Ted Tollner
191,1989,NFL,8,208,DEN,Paul Green,TE,USC,Ted Tollner
192,1989,NFL,12,332,BUF,Derrell Marshall,T,USC,Ted Tollner
193,1988,NFL,1,8,NYJ,Dave Cadigan,G,USC,Ted Tollner
194,1988,NFL,2,28,ATL,Marcus Cotton,LB,USC,Ted Tollner
195,1987,NFL,2,34,STL,Tim McDonald,DB,USC,Ted Tollner
196,1987,NFL,2,37,SFO,Jeff Bregel,G,USC,Ted Tollner
197,1987,NFL,2,53,SDG,Lou Brock,DB,USC,Ted Tollner
198,1987,NFL,8,204,SDG,Ron Brown,LB,USC,Ted Tollner
199,1986,NFL,1,13,SDG,James FitzPatrick,T,USC,Ted Tollner
200,1986,NFL,5,125,GNB,Matt Koart,DE,USC,Ted Tollner
201,1986,NFL,5,133,SDG,Matt Johnson,DB,USC,Ted Tollner
202,1986,NFL,5,134,DEN,Tony Colorito,NT,USC,Ted Tollner
203,1986,NFL,9,236,GNB,Brent Moore,LB,USC,Ted Tollner
204,1986,NFL,9,243,RAM,Elbert Watts,DB,USC,Ted Tollner
205,1986,NFL,9,246,RAI,Zeph Lee,DB,USC,Ted Tollner
206,1986,NFL,10,259,MIN,Joe Cormier,LB,USC,Ted Tollner
207,1986,NFL,10,273,RAM,Garrett Breeland,LB,USC,Ted Tollner
208,1985,NFL,1,5,IND,Duane Bickett,LB,USC,Ted Tollner
209,1985,NFL,1,7,GNB,Ken Ruettgers,T,USC,Ted Tollner
210,1985,NFL,3,68,NOR,Jack Del Rio,LB,USC,Ted Tollner
211,1985,NFL,5,124,NYJ,Brian Luft,DT,USC,Ted Tollner
212,1985,NFL,9,229,IND,Mark Boyer,TE,USC,Ted Tollner
213,1984,NFL,2,30,TAM,Keith Browner,LB,USC,Ted Tollner
214,1984,NFL,2*,54,DAL,Malcolm Moore,WR,USC,Ted Tollner
215,1984,NFL,3,81,DAL,Fred Cornwell,TE,USC,Ted Tollner
216,1984,NFL,6,155,BUF,Tony Slaton,C,USC,Ted Tollner
217,1984,NFL,11,293,RAM,Michael Harper,WR,USC,Ted Tollner
218,1983,NFL,1,9,HOU,Bruce Matthews,G,USC,Ted Tollner
219,1983,NFL,1,19,MIN,Joey Browner,DB,USC,Ted Tollner
220,1983,NFL,1,26,RAI,Don Mosebar,C,USC,Ted Tollner
221,1983,NFL,3,57,BAL,George Achica,DT,USC,Ted Tollner
222,1983,NFL,4,94,DET,August Curley,LB,USC,Ted Tollner
223,1983,NFL,4,99,TAM,Kelly Thomas,T,USC,Ted Tollner
224,1983,NFL,5,117,SFO,Riki Ellison,LB,USC,Ted Tollner
225,1983,NFL,5,120,PHI,Byron Darby,DE,USC,Ted Tollner
226,1983,NFL,7,171,RAM,Jeff Simmons,WR,USC,Ted Tollner
227,1983,NFL,8,200,RAM,Troy West,DB,USC,Ted Tollner
228,1983,NFL,12,327,GNB,John Harvey,DT,USC,Ted Tollner
229,1982,NFL,1,3,CLE,Chip Banks,LB,USC,Ted Tollner
230,1982,NFL,1,10,RAI,Marcus Allen,RB,USC,Ted Tollner
231,1982,NFL,1,24,MIA,Roy Foster,G,USC,Ted Tollner
232,1982,NFL,9,245,BUF,Dennis Edwards,DE,USC,Ted Tollner
233,1982,NFL,10,257,CHI,Joe Turner,DB,USC,Ted Tollner
234,1981,NFL,1,8,SFO,Ronnie Lott,DB,USC,Ted Tollner
235,1981,NFL,1,11,CHI,Keith Van Horne,T,USC,Ted Tollner
236,1981,NFL,1,15,DEN,Dennis Smith,DB,USC,Ted Tollner
237,1981,NFL,3,71,NOR,Hoby Brenner,TE,USC,Ted Tollner
238,1981,NFL,7,167,NOR,Kevin Williams,WR,USC,Ted Tollner
239,1981,NFL,7,177,CHI,Jeff Fisher,DB,USC,Ted Tollner
240,1981,NFL,7,181,DEN,Steve Busick,LB,USC,Ted Tollner
241,1981,NFL,9,239,PIT,James Hunter,NT,USC,Ted Tollner
242,1981,NFL,12,315,BAL,Eric Scoggins,LB,USC,Ted Tollner
243,1980,NFL,9*,2,SDG,Billy Mullins,WR,USC,Ted Tollner
244,1980,NFL,1,3,CIN,Anthony Munoz,T,USC,Ted Tollner
245,1980,NFL,1,11,KAN,Brad Budde,G,USC,Ted Tollner
246,1980,NFL,1,27,CLE,Charles White,RB,USC,Ted Tollner
247,1980,NFL,2,45,NWE,Larry McGrew,LB,USC,Ted Tollner
248,1980,NFL,3,64,NYG,Myron Lapka,NT,USC,Ted Tollner
249,1980,NFL,4,88,BAL,Ray Butler,WR,USC,Ted Tollner
250,1980,NFL,4,92,MIN,Dennis Johnson,LB,USC,Ted Tollner
251,1980,NFL,4,109,CLE,Paul McDonald,QB,USC,Ted Tollner
252,1980,NFL,6,144,BAL,Chris Foote,C,USC,Ted Tollner
253,1979,NFL,2,49,ATL,Pat Howell,G,USC,Ted Tollner
254,1979,NFL,4,100,ATL,Lynn Cain,RB,USC,Ted Tollner
255,1979,NFL,4,110,PIT,Calvin Sweeney,WR,USC,Ted Tollner
256,1979,NFL,5,115,BAL,Larry Braziel,DB,USC,Ted Tollner
257,1979,NFL,5,124,CLE,Rich Dimler,DT,USC,Ted Tollner
258,1979,NFL,6,155,DAL,Tim Lavender,DB,USC,Ted Tollner
259,1979,NFL,8,214,HOU,Carter Hartwig,DB,USC,Ted Tollner
260,1979,NFL,9,247,DAL,Garry Cobb,LB,USC,Ted Tollner
261,1978,NFL,12*,2,SFO,Rod Connors,RB,USC,Ted Tollner
262,1978,NFL,1,12,CLE,Clay Matthews,LB,USC,Ted Tollner
263,1978,NFL,2,55,DEN,William Gay,DE,USC,Ted Tollner
264,1978,NFL,5,131,CIN,Rob Hertel,QB,USC,Ted Tollner
265,1978,NFL,7,168,KAN,Ricky Odom,DB,USC,Ted Tollner
266,1978,NFL,7,171,BUF,Mario Celotto,LB,USC,Ted Tollner
267,1978,NFL,8,215,NWE,Mosi Tatupu,RB,USC,Ted Tollner
268,1978,NFL,11,298,CHI,Walt Underwood,DE,USC,Ted Tollner
269,1978,NFL,11,306,DAL,Dennis Thurman,DB,USC,Ted Tollner
270,1978,NFL,12,322,HOU,John Schuhmacher,G,USC,Ted Tollner
271,1977,NFL,1,1,TAM,Ricky Bell,RB,USC,Ted Tollner
272,1977,NFL,1,4,NYJ,Marvin Powell,T,USC,Ted Tollner
273,1977,NFL,1,5,NYG,Gary Jeter,DE,USC,Ted Tollner
274,1977,NFL,2,29,TAM,Dave Lewis,LB,USC,Ted Tollner
275,1977,NFL,5,120,ATL,Shelton Diggs,WR,USC,Ted Tollner
276,1977,NFL,5,130,RAM,Donnie Hickman,G,USC,Ted Tollner
277,1977,NFL,6,140,CHI,Vince Evans,QB,USC,Ted Tollner
278,1977,NFL,6,141,SFO,Mike Burns,DB,USC,Ted Tollner
279,1977,NFL,7,173,CLE,Kenny Randle,WR,USC,Ted Tollner
280,1977,NFL,7,181,SDG,Ron Bush,DB,USC,Ted Tollner
281,1977,NFL,8,216,STL,Eric Williams,LB,USC,Ted Tollner
282,1977,NFL,8,222,MIN,Clint Strozier,DB,USC,Ted Tollner
283,1977,NFL,11,287,ATL,Dave Farmer,RB,USC,Ted Tollner
284,1977,NFL,12,317,OAK,Rod Martin,LB,USC,Ted Tollner
285,1976,NFL,3,69,CIN,Danny Reece,DB,USC,Ted Tollner
286,1976,NFL,8,211,NYJ,Joe Davis,G,USC,Ted Tollner
287,1976,NFL,12,328,GNB,Melvin Jackson,G,USC,Ted Tollner
288,1976,NFL,16,454,OAK,Doug Hogan,DB,USC,Ted Tollner
289,1975,NFL,2,37,NYJ,Anthony Davis,RB,USC,Ted Tollner
290,1975,NFL,2,45,OAK,Charlie Phillips,DB,USC,Ted Tollner
291,1975,NFL,2,47,GNB,Bill Bain,T,USC,Ted Tollner
292,1975,NFL,2,52,MIN,Art Riley,DT,USC,Ted Tollner
293,1975,NFL,3,68,NYJ,Richard Wood,LB,USC,Ted Tollner
294,1975,NFL,4,86,NWE,Allen Carter,RB,USC,Ted Tollner
295,1975,NFL,7,158,NYG,Jim Obradovich,TE,USC,Ted Tollner
296,1975,NFL,7,176,RAM,Pat Haden,QB,USC,Ted Tollner
297,1975,NFL,10,242,SDG,Otha Bradley,DT,USC,Ted Tollner
298,1975,NFL,11,276,CIN,Marvin Cobb,DB,USC,Ted Tollner
299,1975,NFL,13,322,SFO,Dale Mitchell,LB,USC,Ted Tollner
300,1975,NFL,16,393,ATL,Steve Knutson,G,USC,Ted Tollner
301,1975,NFL,16,394,CLE,John McKay,WR,USC,Ted Tollner
302,1975,NFL,16,400,GNB,Bob McCaffrey,C,USC,Ted Tollner
303,1974,NFL,1,21,PIT,Lynn Swann,WR,USC,Ted Tollner
304,1974,NFL,1,25,MIN,Steve Riley,T,USC,Ted Tollner
305,1974,NFL,4,88,NOR,Rod McNeill,RB,USC,Ted Tollner
306,1974,NFL,6,154,HOU,Booker Brown,T,USC,Ted Tollner
307,1974,NFL,8,194,GNB,Monte Doris,LB,USC,Ted Tollner
308,1974,NFL,9,216,SFO,Manfred Moore,RB,USC,Ted Tollner
309,1974,NFL,12,288,NYG,Jim Sims,LB,USC,Ted Tollner
310,1974,NFL,12,297,PHI,Artimus Parker,DB,USC,Ted Tollner
311,1974,NFL,15,366,SDG,Charles Anthony,LB,USC,Ted Tollner
312,1973,NFL,1,6,PHI,Charle Young,TE,USC,Ted Tollner
313,1973,NFL,1,11,NWE,Sam Cunningham,RB,USC,Ted Tollner
314,1973,NFL,1,22,CLE,Pete Adams,G,USC,Ted Tollner
315,1973,NFL,2,32,BUF,Jeff Winans,G,USC,Ted Tollner
316,1973,NFL,4,82,NWE,Allen Gallaher,T,USC,Ted Tollner
317,1973,NFL,5,105,HOU,Edesel Garrison,WR,USC,Ted Tollner
318,1973,NFL,7,166,DEN,John Grant,DT,USC,Ted Tollner
319,1973,NFL,8,205,OAK,Mike Rae,QB,USC,Ted Tollner
320,1973,NFL,9,234,MIA,Karl Lorch,DE,USC,Ted Tollner
321,1973,NFL,17,439,OAK,Mike Ryan,G,USC,Ted Tollner
322,1972,NFL,2,31,NOR,Willie Hall,LB,USC,Ted Tollner
323,1972,NFL,2,43,OAK,John Vella,T,USC,Ted Tollner
324,1972,NFL,7,176,OAK,Skip Thomas,DB,USC,Ted Tollner
325,1972,NFL,17,420,DEN,Lou Harris,RB,USC,Ted Tollner
326,1972,NFL,17,422,STL,Kent Carter,LB,USC,Ted Tollner
327,1972,NFL,17,431,ATL,Bill Holland,RB,USC,Ted Tollner
328,1971,NFL,1,12,DEN,Marv Montgomery,T,USC,Ted Tollner
329,1971,NFL,1,25,DAL,Tody Smith,DE,USC,Ted Tollner
330,1971,NFL,2,48,DET,Charlie Weaver,LB,USC,Ted Tollner
331,1971,NFL,3,55,SFO,Sam Dickerson,WR,USC,Ted Tollner
332,1971,NFL,4,86,PIT,Gerry Mullins,G,USC,Ted Tollner
333,1971,NFL,4,97,OAK,Clarence Davis,RB,USC,Ted Tollner
334,1971,NFL,6,149,OAK,Greg Slough,LB,USC,Ted Tollner
335,1971,NFL,6,152,DET,Herman Franklin,WR,USC,Ted Tollner
336,1971,NFL,7,160,BUF,Bob Chandler,WR,USC,Ted Tollner
337,1971,NFL,14,356,NYG,Charlie Evans,RB,USC,Ted Tollner
338,1970,NFL,1,5,BUF,Al Cowlings,DE,USC,Ted Tollner
339,1970,NFL,1,26,KAN,Sid Smith,C,USC,Ted Tollner
340,1970,NFL,5,113,SFO,Gary McArthur,T,USC,Ted Tollner
341,1970,NFL,6,137,CIN,Sandy Durko,DB,USC,Ted Tollner
342,1970,NFL,6,149,DET,Tony Terry,DT,USC,Ted Tollner
343,1970,NFL,7,169,ATL,Gary Orcutt,WR,USC,Ted Tollner
344,1970,NFL,8,201,STL,Mike Holmgren,QB,USC,Ted Tollner
345,1970,NFL,13,314,CHI,Jimmy Gunn,LB,USC,Ted Tollner
346,1970,NFL,17,437,RAM,Don Crenshaw,DB,USC,Ted Tollner
347,1969,NFL,1,1,BUF,O.J. Simpson,RB,USC,Ted Tollner
348,1969,NFL,1,21,RAM,Bob Klein,TE,USC,Ted Tollner
349,1969,NFL,5,116,GNB,Bill Hayhoe,T,USC,Ted Tollner
350,1969,NFL,6,138,NOR,Bob Miller,TE,USC,Ted Tollner
351,1969,NFL,8,189,NOR,Jim Lawrence,FL,USC,Ted Tollner
352,1969,NFL,12,302,SFO,Jack O'Malley,T,USC,Ted Tollner
353,1969,NFL,12,311,NYJ,Mike Battle,DB,USC,Ted Tollner
354,1969,NFL,13,320,DET,Wilson Bowie,RB,USC,Ted Tollner
355,1968,NFL,1,1,MIN,Ron Yary,T,USC,Ted Tollner
356,1968,NFL,1,10,PIT,Mike Taylor,T,USC,Ted Tollner
357,1968,NFL,1,14,PHI,Tim Rossovich,LB,USC,Ted Tollner
