Player,Class,Pos,Summary,Year,School,Coach
Javelin Guidry,SO,DB,,2018,Utah,Kyle Whittingham
R.J. Hubert,FR,DB,,2018,Utah,Kyle Whittingham
Jaylon Johnson,SO,DB,,2018,Utah,Kyle Whittingham
Nygel King,SO,DB,,2018,Utah,Kyle Whittingham
Tareke Lewis,JR,DB,,2018,Utah,Kyle Whittingham
Josh Nurse,JR,DB,,2018,Utah,Kyle Whittingham
Tyrone Smith,JR,DB,,2018,Utah,Kyle Whittingham
Tre Strong,JR,DB,,2018,Utah,Kyle Whittingham
Anthony Armstrong,SR,DB,,2018,Utah,Kyle Whittingham
Stone Azarcon,FR,DB,,2018,Utah,Kyle Whittingham
Quinn Fabrizio,FR,DB,,2018,Utah,Kyle Whittingham
Malone Mataele,FR,DB,,2018,Utah,Kyle Whittingham
Alassane Niang,JR,DB,,2018,Utah,Kyle Whittingham
Trey O'Guinn,FR,DB,,2018,Utah,Kyle Whittingham
Keala Santiago,JR,DB,,2018,Utah,Kyle Whittingham
Jonoven Smith,FR,DB,,2018,Utah,Kyle Whittingham
Mitch Wishnowsky,SR,P,,2018,Utah,Kyle Whittingham
Bradlee Anae,JR,DE,,2018,Utah,Kyle Whittingham
Jackson Cravens,FR,DT,,2018,Utah,Kyle Whittingham
Leki Fotu,JR,DT,,2018,Utah,Kyle Whittingham
Matt Gay,SR,PK,,2018,Utah,Kyle Whittingham
Maddie Golden,FR,LS,,2018,Utah,Kyle Whittingham
Nick Heninger,SO,DE,,2018,Utah,Kyle Whittingham
Blake Kuithe,FR,DE,,2018,Utah,Kyle Whittingham
John Penisini,JR,DT,,2018,Utah,Kyle Whittingham
Hauati Pututau,SO,DT,,2018,Utah,Kyle Whittingham
Caleb Repp,JR,DE,,2018,Utah,Kyle Whittingham
Mika Tafua,FR,DE,,2018,Utah,Kyle Whittingham
Pita Tonga,SO,DT,,2018,Utah,Kyle Whittingham
Maxs Tupai,SO,DE,,2018,Utah,Kyle Whittingham
Aaron Amaama,SR,DT,,2018,Utah,Kyle Whittingham
Samu Elisaia,SO,DE,,2018,Utah,Kyle Whittingham
Tyler Gonzalez,FR,DE,,2018,Utah,Kyle Whittingham
Davir Hamilton,SO,DE,,2018,Utah,Kyle Whittingham
Malik Haynes,JR,DE,,2018,Utah,Kyle Whittingham
Chayden Johnston,SO,PK,,2018,Utah,Kyle Whittingham
Rex Jordan,JR,DE,,2018,Utah,Kyle Whittingham
Paul Maile,FR,DT,,2018,Utah,Kyle Whittingham
Keegan Markgraf,JR,LS,,2018,Utah,Kyle Whittingham
Jaxson McBride,FR,DE,,2018,Utah,Kyle Whittingham
Viane Moala,JR,DT,,2018,Utah,Kyle Whittingham
Ali'i Niumatalolo,SO,FB,,2018,Utah,Kyle Whittingham
Preston Pitt,FR,PK,,2018,Utah,Kyle Whittingham
Noah Rodriguez-Trammell,SO,LS,,2018,Utah,Kyle Whittingham
