Player,Class,Pos,Summary,Year,School,Coach
Khyiris Tonga,SO,DL,,2018,Brigham Young,Kalani Sitake
Earl Tuioti-Mariner,FR,DL,,2018,Brigham Young,Kalani Sitake
Michael Bruno,FR,DL,,2018,Brigham Young,Kalani Sitake
Motekiai Langi,FR,DL,,2018,Brigham Young,Kalani Sitake
Atunaisa Mahe,FR,DL,,2018,Brigham Young,Kalani Sitake
Tevita Mo'unga,JR,DL,,2018,Brigham Young,Kalani Sitake
Keanu Saleapaga,FR,DL,,2018,Brigham Young,Kalani Sitake
Wayne Tei-Kirby,SO,DL,,2018,Brigham Young,Kalani Sitake
Langi Tuifua,SO,DL,,2018,Brigham Young,Kalani Sitake
Jeddy Tuiloma,SO,DL,,2018,Brigham Young,Kalani Sitake
Zayne Anderson,SR,LB,,2018,Brigham Young,Kalani Sitake
Isaiah Kaufusi,SO,LB,,2018,Brigham Young,Kalani Sitake
Jackson Kaufusi,FR,LB,,2018,Brigham Young,Kalani Sitake
Butch Pau'u,SR,LB,,2018,Brigham Young,Kalani Sitake
Riggs Powell,SR,LB,,2018,Brigham Young,Kalani Sitake
Adam Pulsipher,SR,LB,,2018,Brigham Young,Kalani Sitake
Nate Sampson,SR,LB,,2018,Brigham Young,Kalani Sitake
Rhett Sandlin,SR,LB,,2018,Brigham Young,Kalani Sitake
Sione Takitaki,SR,LB,,2018,Brigham Young,Kalani Sitake
Max Tooley,FR,LB,,2018,Brigham Young,Kalani Sitake
Michael Biagi,FR,LB,,2018,Brigham Young,Kalani Sitake
Christian Folau,FR,LB,,2018,Brigham Young,Kalani Sitake
Hirkley Latu,FR,LB,,2018,Brigham Young,Kalani Sitake
AJ Lolohea,FR,LB,,2018,Brigham Young,Kalani Sitake
Morgan Unga,SR,LB,,2018,Brigham Young,Kalani Sitake
Payton Wilgar,FR,LB,,2018,Brigham Young,Kalani Sitake
Dayan Ghanwoloku,JR,DB,,2018,Brigham Young,Kalani Sitake
Isaiah Armstrong,JR,DB,,2018,Brigham Young,Kalani Sitake
Matthew Criddle,FR,DB,,2018,Brigham Young,Kalani Sitake
Keenan Ellis,FR,DB,,2018,Brigham Young,Kalani Sitake
Gavin Fowler,SR,DB,,2018,Brigham Young,Kalani Sitake
Isaiah Herron,FR,DB,,2018,Brigham Young,Kalani Sitake
Austin Kafentzis,JR,DB,,2018,Brigham Young,Kalani Sitake
Jared Kapisi,SO,DB,,2018,Brigham Young,Kalani Sitake
Austin Lee,JR,DB,,2018,Brigham Young,Kalani Sitake
D'Angelo Mandell,FR,DB,,2018,Brigham Young,Kalani Sitake
Malik Moore,FR,DB,,2018,Brigham Young,Kalani Sitake
Sawyer Powell,SR,DB,,2018,Brigham Young,Kalani Sitake
Mitchell Price,SO,DB,,2018,Brigham Young,Kalani Sitake
Michael Shelton,SR,DB,,2018,Brigham Young,Kalani Sitake
Beau Tanner,SR,DB,,2018,Brigham Young,Kalani Sitake
Jaylon Vickers,FR,DB,,2018,Brigham Young,Kalani Sitake
Troy Warner,JR,DB,,2018,Brigham Young,Kalani Sitake
Chris Wilcox,JR,DB,,2018,Brigham Young,Kalani Sitake
Joshua Buhler,JR,DB,,2018,Brigham Young,Kalani Sitake
Brach Davis,FR,DB,,2018,Brigham Young,Kalani Sitake
Trevion Greene,JR,DB,,2018,Brigham Young,Kalani Sitake
Koy Harris,FR,DB,,2018,Brigham Young,Kalani Sitake
Drew Jensen,FR,DB,,2018,Brigham Young,Kalani Sitake
Austin McChesney,JR,DB,,2018,Brigham Young,Kalani Sitake
Danny Jones,SO,P,,2018,Brigham Young,Kalani Sitake
Rhett Almond,SR,PK,,2018,Brigham Young,Kalani Sitake
Mitch Harris,SR,LS,,2018,Brigham Young,Kalani Sitake
Andrew Mikkelsen,SR,PK,,2018,Brigham Young,Kalani Sitake
Skyler Southam,FR,PK,,2018,Brigham Young,Kalani Sitake
Brock Bastian,FR,LS,,2018,Brigham Young,Kalani Sitake
Matt Foley,SR,LS,,2018,Brigham Young,Kalani Sitake
Darius McFarland,FR,DE,,2018,Brigham Young,Kalani Sitake
